amazon link,amazon product group,audience,cinematographer,composer,condition,conductor,country,cover color,creation date,creator,current value,dewey decimal,EAN,edition,features,format,genres,height,illustrator,ISBN,item type,key,languages,length,library of congress,location,maximum players,minimum players,net rating,no. in series,no. of items,notes,owner,pages,platform,played / read,primary synopsis,private,publisher,purchase date,purchase price,rare,rating,release date,retail price,running time,screenwriter,serial number,series,shelves,signed,stars,subtitle,theatrical debut,title,tracks,unique item key,url,used,weight,width,your image URL
147830054X,Book,,,,,,us,"white, grey, pink, light blue, light pink, pale blue, black, dark grey, orange, light grey, purple, brown, dark purple",2014-05-22 17:24:24 +0000,Jeff Atwood,$12.66,,9781478300540,,,Paperback,"Business & Money, Computers & Technology",0.9399999999999999,,147830054X,Book,,"English (Unknown), English (Original Language), English (Published)",10.94,,,0,0,0,0,1,,,278,,0,"ABOUT THE BOOK Jeff Atwood began the Coding Horror blog in 2004, and is convinced that it changed his life. He needed a way to keep track of software development over time - whatever he was thinking about or working on. He researched subjects he found interesting, then documented his research with a public blog post, which he could easily find and refer to later. Over time, increasing numbers of blog visitors found the posts helpful, relevant and interesting. Now, approximately 100,000 readers visit the blog per day and nearly as many comment and interact on the site. Effective Programming: More Than Writing Code is your one-stop shop for all things programming. Jeff writes with humor and understanding, allowing for both seasoned programmers and newbies to appreciate the depth of his research. From such posts as ""The Programmer's Bill of Rights"" and ""Why Cant Programmers... Program?"" to ""Working With the Chaos Monkey,"" this book introduces the importance of writing responsible code, the logistics involved, and how people should view it more as a lifestyle than a career. TABLE OF CONTENTS - Introduction - The Art of Getting Shit Done - Principles of Good Programming - Hiring Programmers the Right Way - Getting Your Team to Work Together - The Batcave: Effective Workspaces for Programmers - Designing With the User in Mind - Security Basics: Protecting Your Users' Data - Testing Your Code, So it Doesn't Suck More Than it Has To - Building, Managing and Benefiting from a Community - Marketing Weasels and How Not to Be One - Keeping Your Priorities Straight EXCERPT FROM THE BOOK As a software developer, you are your own worst enemy. The sooner you realize that, the better off you'll be.I know you have the best of intentions. We all do. We're software developers; we love writing code. It's what we do. We never met a problem we couldn't solve with some duct tape, a jury-rigged coat hanger and a pinch of code. But Wil Shipley argues that we should rein in our natural tendencies to write lots of code: The fundamental nature of coding is that our task, as programmers, is to recognize that every decision we make is a trade-off. To be a master programmer is to understand the nature of these trade-offs, and be conscious of them in everything we write.In coding, you have many dimensions in which you can rate code: Brevity of codeFeaturefulnessSpeed of executionTime spent codingRobustnessFlexibility Now, remember, these dimensions are all in opposition to one another. You can spend three days writing a routine which is really beautiful and fast, so you've gotten two of your dimensions up, but you've spent three days, so the ""time spent coding"" dimension is way down.So, when is this worth it? How do we make these decisions? The answer turns out to be very sane, very simple, and also the one nobody, ever, listens to: Start with brevity. Increase the other dimensions as required by testing. I couldn't agree more. I've given similar advice when I exhorted developers to Code Smaller. And I'm not talking about a reductio ad absurdum contest where we use up all the clever tricks in our books to make the code fit into less physical space. I'm talking about practical, sensible strategies to reduce the volume of code an individual programmer has to read to understand how a program works. Here's a trivial little example of what I'm talking about: if (s == String.Empty)if (s == """") It seems obvious to me that the latter case is... ...buy the book to read more!",0,CreateSpace Independent Publishing Platform,2014-05-22 17:24:24 +0000,,0,0,2012-07-04 04:00:00 +0000,$11.95,0,,,,,0,,,,Effective Programming: More Than Writing Code,,B17703EF-3E77-4C75-8A1F-7A253F75FBBA,,0,1.43,8.5,http://ecx.images-amazon.com/images/I/41xDJ0SVCML.jpg
1849517827,Book,,,,,,us,"black, green, olive green, orange, brown, dark green, grey, light green, dark purple, tan, forest green, dark brown, dark blue, navy blue, beige",2014-05-22 17:07:43 +0000,"Daniel Lélis Baggio, Shervin Emami, David Millán Escrivá, Khvedchenia Ievgen, Naureen Mahmood, Jasonl Saragih, Roy Shilkrot",$36.45,,9781849517829,,,Paperback,"Computers & Technology, Reference",0.9399999999999999,,1849517827,Book,,"English (Unknown), English (Original Language), English (Published)",9.130000000000001,,,0,0,0,0,1,,,340,,0,"Step-by-step tutorials to solve common real-world computer vision problems for desktop or mobile, from augmented reality and number plate recognition to face recognition and 3D head tracking, , OverviewAllows anyone with basic OpenCV experience to rapidly obtain skills in many computer vision topics, for research or commercial useEach chapter is a separate project covering a computer vision problem, written by a professional with proven experience on that topic.All projects include a step-by-step tutorial and full source-code, using the C++ interface of OpenCV., , In Detail, , Computer Vision is fast becoming an important technology and is used in Mars robots, national security systems, automated factories, driver-less cars, and medical image analysis to new forms of human-computer interaction. OpenCV is the most common library for computer vision, providing hundreds of complex and fast algorithms. But it has a steep learning curve and limited in-depth tutorials., , Mastering OpenCV with Practical Computer Vision Projects is the perfect book for developers with just basic OpenCV skills who want to try practical computer vision projects, as well as the seasoned OpenCV experts who want to add more Computer Vision topics to their skill set or gain more experience with OpenCV's new C++ interface before migrating from the C API to the C++ API., , Each chapter is a separate project including the necessary background knowledge, so try them all one-by-one or jump straight to the projects you're most interested in., , Create working prototypes from this book including real-time mobile apps, Augmented Reality, 3D shape from video, or track faces & eyes, fluid wall using Kinect, number plate recognition and so on., , Mastering OpenCV with Practical Computer Vision Projects gives you rapid training in nine computer vision areas with useful projects., , What you will learn from this bookPerform Face Analysis including simple Face & Eye & Skin Detection, Fisherfaces Face Recognition, 3D Head Orientation, complex Facial Feature Tracking.Do Number Plate Detection and Optical Character Recognition (OCR) using Artificial Intelligence (AI) methods including SVMs and Neural NetworksLearn Augmented Reality for desktop and iPhone or iPad using simple artificial markers or complex markerless natural imagesGenerate a 3D object model by moving a plain 2D camera, using 3D Structure from Motion (SfM) camera reprojection methodsRedesign desktop real-time computer vision applications to more suitable Android & iOS mobile appsUse simple image filter effects including cartoon, sketch, paint, and alien effectsExecute Human-Computer Interaction with an XBox Kinect sensor using the whole body as a dynamic input, , Approach, , Each chapter in the book is an individual project and each project is constructed with step-by-step instructions, clearly explained code, and includes the necessary screenshots., , Who this book is written for, , You should have basic OpenCV and C/C++ programming experience before reading this book, as it is aimed at Computer Science graduates, researchers, and computer vision experts widening their expertise.",0,Packt Publishing,2014-05-22 17:07:43 +0000,,0,0,2012-12-03 05:00:00 +0000,$44.99,0,,,,,0,,,,Mastering OpenCV with Practical Computer Vision Projects,,62A6457C-9840-4C80-8691-09A490A61365,,0,1.29,7.48,http://ecx.images-amazon.com/images/I/5175kdB4o8L.jpg
1568814348,Book,,,,,,us,"green, light green, purple, grey, olive green, pink, brown, lime green, magenta, black, white, blue, tan",2014-05-22 17:39:34 +0000,"Mike Bailey, Steve Cunningham",$54.98,,9781568814346,2,Used Book in Good Condition,Hardcover,Computers & Technology,1.02,,1568814348,Book,,"English (Unknown), English (Original Language), English (Published)",9.289999999999999,,,0,0,0,0,1,,,518,,0,"Graphics Shaders: Theory and Practice is intended for a second course in computer graphics at the undergraduate or graduate level, introducing shader programming in general, but focusing on the GLSL shading language. While teaching how to write programmable shaders, the authors also teach and reinforce the fundamentals of computer graphics. The second edition has been updated to incorporate changes in the OpenGL API (OpenGL 4.x and GLSL 4.x0) and also has a chapter on the new tessellation shaders, including many practical examples., , The book starts with a quick review of the graphics pipeline, emphasizing features that are rarely taught in introductory courses, but are immediately exposed in shader work. It then covers shader-specific theory for vertex, tessellation, geometry, and fragment shaders using the GLSL 4.x0 shading language. The text also introduces the freely available glman tool that enables you to develop, test, and tune shaders separately from the applications that will use them. The authors explore how shaders can be used to support a wide variety of applications and present examples of shaders in 3D geometry, scientific visualization, geometry morphing, algorithmic art, and more., , Features of the Second Edition:, , Written using the most recent specification releases (OpenGL 4.x and GLSL 4.x0) including code examples brought up-to-date with the current standard of the GLSL language.More examples and more exercisesA chapter on tessellation shadersAn expanded Serious Fun chapter with examples that illustrate using shaders to produce fun effectsA discussion of how to handle the major changes occurring in the OpenGL standard, and some C++ classes to help you manage that transition, , The authors thoroughly explain the concepts, use sample code to describe details of the concepts, and then challenge you to extend the examples. They provide sample source code for many of the book’s examples at www.cgeducation.org",0,A K Peters/CRC Press,2014-05-22 17:39:34 +0000,,0,0,2011-11-08 05:00:00 +0000,$87.95,0,,,,,0,,,,"Graphics Shaders: Theory and Practice, Second Edition",,9ADCAE34-A586-46F2-945A-36348BE6A052,,0,2.65,8.029999999999999,http://ecx.images-amazon.com/images/I/51ATLRevR7L.jpg
3943365182,Book,,,,,,us,"grey, black, white, light blue, light grey, pink, blue, green, dark green, dark blue, purple, light pink, navy blue, dark grey, dark purple, lavender, pale blue, forest green, brown, light purple, teal",2014-05-22 20:49:42 +0000,"Stuart Bailey, Angie Keefer, David Reinfurt",$24.25,,9783943365184,,,Paperback,Arts & Photography,0.79,,3943365182,Book,,"English (Original Language), English (Published)",9.210000000000001,,,0,0,0,0,1,,,224,,0,How to do words with things.,0,Sternberg Press,2014-05-22 20:49:42 +0000,,0,0,2012-08-15 04:00:00 +0000,$25.00,0,,,,,0,,,,Bulletins of the Serving Library #3,,C482CBF3-8DCE-4CF1-84F7-B7DD6D7D8E89,,0,1.15,6.54,http://ecx.images-amazon.com/images/I/51pw8UqdoiL.jpg
1449309879,Book,,,,,,us,"white, grey, light blue, pink, blue, yellow, sky blue, light pink, pale blue, orange, light grey, red, dark grey",2014-05-22 17:35:31 +0000,Massimo Banzi,$4.15,,9781449309879,Second Edition,Used Book in Good Condition,Paperback,"Computers & Technology, Reference",0.47,,1449309879,Book,,"English (Unknown), English (Original Language), English (Published)",8.35,,,0,0,0,0,1,,,128,,0,"Arduino is the open-source electronics prototyping platform that’s taken the design and hobbyist world by storm. This thorough introduction, updated for Arduino 1.0, gives you lots of ideas for projects and helps you work with them right away. From getting organized to putting the final touches on your prototype, all the information you need is here!, , Inside, you’ll learn about: Interaction design and physical computingThe Arduino hardware and software development environmentBasics of electricity and electronicsPrototyping on a solderless breadboardDrawing a schematic diagram, , Getting started with Arduino is a snap. To use the introductory examples in this guide, all you need an Arduino Uno or earlier model, along with USB A-B cable and an LED. The easy-to-use Arduino development environment is free to download., , Join hundreds of thousands of hobbyists who have discovered this incredible (and educational) platform. Written by the co-founder of the Arduino project, Getting Started with Arduino gets you in on all the fun!",0,"Maker Media, Inc",2014-05-22 17:35:31 +0000,,0,0,2011-09-23 04:00:00 +0000,$14.99,0,,,,,0,,,,Getting Started with Arduino,,9703854E-96AF-4984-ABEA-1A8FE71B3CE4,,0,0.35,5.43,http://ecx.images-amazon.com/images/I/51ynCfHwnUL.jpg
0140135154,Book,,,,,,us,"brown, black, grey, tan, dark grey, beige, blue, dark purple, light blue, dark green, dark brown, periwinkle, light brown, purple, green, sky blue, forest green, white, olive green, lavender",2014-05-22 17:32:21 +0000,John Berger,$0.80,,9780140135152,Reprint,,Paperback,"Arts & Photography, Reference, Politics & Social Sciences",0.7,,0140135154,Book,,"English (Unknown), English (Original Language), English (Published)",7.7,,,0,0,0,0,1,,,176,,0,"John Berger’s Classic Text on Art, John Berger's Ways of Seeing is one of the most stimulating and the most influential books on art in any language. First published in 1972, it was based on the BBC television series about which the (London) Sunday Times critic commented: ""This is an eye-opener in more ways than one: by concentrating on how we look at paintings . . . he will almost certainly change the way you look at pictures."" By now he has., ""Berger has the ability to cut right through the mystification of the professional art critics . . . He is a liberator of images: and once we have allowed the paintings to work on us directly, we are in a much better position to make a meaningful evaluation"" —Peter Fuller, Arts Review, ""The influence of the series and the book . . . was enormous . . . It opened up for general attention to areas of cultural study that are now commonplace"" —Geoff Dyer in Ways of Telling, Winner of the 1972 Booker Prize for his novel, G., John Peter Berger (born November 5th, 1926) is an art critic, painter and author of many novels including A Painter of Our Time, From A to X and Bento’s Sketchbook.",0,Penguin Books,2014-05-22 17:32:21 +0000,,0,0,1990-12-01 05:00:00 +0000,$16.00,0,,,,,0,,,,Ways of Seeing: Based on the BBC Television Series,,C9CCC458-30A0-4109-861F-7E1E4655BA64,,0,0.85,5.2,http://ecx.images-amazon.com/images/I/51IuwXgzuuL.jpg
,,,,,,,us,"grey, black, purple, lavender, dark purple, dark green",2014-05-22 21:12:32 +0000,Ishac Bertran,,,,,,,,0,,,Book,,,0,,,0,0,0,0,1,,,0,,0,,0,,2014-05-22 21:12:32 +0000,,0,0,,,0,,,,,0,,,,code {poems},,269A93CC-A42F-4906-8368-214D601A8D36,,0,0,0,
0596515170,Book,,,,,,us,"orange, white, cream, beige, pink, peach, grey, yellow, tan, off white, light pink, salmon, red, light blue, brown, blue",2014-05-22 20:47:38 +0000,"Federico Biancuzzi, Chromatic",$1.55,,9780596515171,1,"ISBN13: 9780596515171, Condition: New",Paperback,"Computers & Technology, Reference",1.2,,0596515170,Book,,"English (Unknown), English (Original Language), English (Published)",9.1,,,0,0,0,0,1,,,496,,0,"Masterminds of Programming features exclusive interviews with the creators of several historic and highly influential programming languages. In this unique collection, you'll learn about the processes that led to specific design decisions, including the goals they had in mind, the trade-offs they had to make, and how their experiences have left an impact on programming today. Masterminds of Programming includes individual interviews with:, , Adin D. Falkoff: APLThomas E. Kurtz: BASICCharles H. Moore: FORTHRobin Milner: MLDonald D. Chamberlin: SQLAlfred Aho, Peter Weinberger, and Brian Kernighan: AWKCharles Geschke and John Warnock: PostScriptBjarne Stroustrup: C++Bertrand Meyer: EiffelBrad Cox and Tom Love: Objective-CLarry Wall: PerlSimon Peyton Jones, Paul Hudak, Philip Wadler, and John Hughes: HaskellGuido van Rossum: PythonLuiz Henrique de Figueiredo and Roberto Ierusalimschy: LuaJames Gosling: JavaGrady Booch, Ivar Jacobson, and James Rumbaugh: UMLAnders Hejlsberg: Delphi inventor and lead developer of C#, , If you're interested in the people whose vision and hard work helped shape the computer industry, you'll find Masterminds of Programming fascinating.",0,O'Reilly Media,2014-05-22 20:47:38 +0000,,0,0,2009-04-06 04:00:00 +0000,$39.99,0,,,,,0,,,,Masterminds of Programming: Conversations with the Creators of Major Programming Languages (Theory in Practice (O'Reilly)),,33915809-F2A5-48ED-A47B-44860A85B4E4,,0,1.92,7,http://ecx.images-amazon.com/images/I/518XQf6BNmL.jpg
1616890770,Book,,,,,,us,"grey, white, light blue, blue, dark grey, green, brown, tan, beige, dark green, sky blue, light grey, pink, purple, pale blue, olive green, light pink, yellow, teal, lavender, forest green",2014-05-22 17:32:21 +0000,"Hartmut Bohnacker, Benedikt Gross, Julia Laub, Claudius Lazzeroni",$54.28,,9781616890773,,Used Book in Good Condition,Hardcover,"Arts & Photography, Computers & Technology",1.57,,1616890770,Book,,"English (Unknown), English (Original Language), English (Published)",11.5,,,0,0,0,0,1,,,472,,0,"Generative design is a revolutionary new method of creating artwork, models, and animations from sets of rules, or algorithms. By using accessible programming languages such as Processing, artists and designers are producing extravagant, crystalline structures that can form the basis of anything from patterned textiles and typography to lighting, scientific diagrams, sculptures, films, and even fantastical buildings. Opening with a gallery of thirty-five illustrated case studies, Generative Design takes users through specific, practical instructions on how to create their own visual experiments by combining simple-to-use programming codes with basic design principles. A detailed handbook of advanced strategies provides visual artists with all the tools to achieve proficiency. Both a how-to manual and a showcase for recent work in this exciting new field, Generative Design is the definitive study and reference book that designers have been waiting for.",0,Princeton Architectural Press,2014-05-22 17:32:21 +0000,,0,0,2012-08-22 04:00:00 +0000,$100.00,0,,,,,0,,,,"Generative Design: Visualize, Program, and Create with Processing",,821E6D96-73E2-4811-86AB-E4FF258F6795,,0,4.27,8.27,http://ecx.images-amazon.com/images/I/51v4RHM5s8L.jpg
0596516134,Book,,,,,,us,"purple, grey, magenta, pink, black, dark grey, dark purple, brown, white, dark green, light pink",2014-05-22 17:21:51 +0000,"Gary Bradski, Adrian Kaehler",$26.00,,9780596516130,1st,"ISBN13: 9780596516130, Condition: New",Paperback,"Computers & Technology, Engineering & Transportation, Reference",1.4,,0596516134,Book,,"English (Unknown), English (Original Language), English (Published)",10.4,,,0,0,0,0,1,,,555,,0,"""This library is useful for practitioners, and is an excellent tool for those entering the field: it is a set of computer vision algorithms that work as advertised."", -William T. Freeman, Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, , Learning OpenCV puts you in the middle of the rapidly expanding field of computer vision. Written by the creators of the free open source OpenCV library, this book introduces you to computer vision and demonstrates how you can quickly build applications that enable computers to ""see"" and make decisions based on that data., , Computer vision is everywhere-in security systems, manufacturing inspection systems, medical image analysis, Unmanned Aerial Vehicles, and more. It stitches Google maps and Google Earth together, checks the pixels on LCD screens, and makes sure the stitches in your shirt are sewn properly. OpenCV provides an easy-to-use computer vision framework and a comprehensive library with more than 500 functions that can run vision code in real time., , Learning OpenCV will teach any developer or hobbyist to use the framework quickly with the help of hands-on exercises in each chapter. This book includes: A thorough introduction to OpenCVGetting input from camerasTransforming imagesSegmenting images and shape matchingPattern recognition, including face detectionTracking and motion in 2 and 3 dimensions3D reconstruction from stereo visionMachine learning algorithms, , Getting machines to see is a challenging but entertaining goal. Whether you want to build simple or sophisticated vision applications, Learning OpenCV is the book you need to get started.",0,O'Reilly Media,2014-05-22 17:21:51 +0000,,0,0,2008-10-04 04:00:00 +0000,$49.99,0,,,,,0,,,,Learning OpenCV: Computer Vision with the OpenCV Library,,50106732-618D-422E-A9F9-67960518A441,,0,2,8,http://ecx.images-amazon.com/images/I/51fTu%2BlmXJL.jpg
0240516893,Book,,,,,,us,"brown, olive green, grey, black, tan, green, dark green, beige, dark brown, white, forest green, dark grey",2014-05-22 17:07:38 +0000,Darren Brooker,$3.06,,9780240516899,,,Paperback,"Arts & Photography, Computers & Technology, Humor & Entertainment, Reference",0.95,,0240516893,Book,,"English (Unknown), English (Original Language), English (Published)",9.68,,,0,0,0,0,1,,,367,,0,"Illustrated in color throughout, this comprehensive text not only looks at the technical and theoretical aspects of becoming skilled at using the light tools available in 3D software, but also provides invaluable tutorials so you can explore these techniques in-depth., , Lighting is a core CG skill that makes or breaks a 3D environment. Providing all you need to master this vital aspect of CG, this comprehensive guide looks at the key concepts that can be applied in any 3D package., , Every ounce of theory is backed up with practical tutorials, using the free demo version of 3ds max supplied on the accompanying CD-ROM. The tutorials deal with the fundamentals of lighting and as such are easily transferable to any other major 3D software package. The free CD also includes all the files needed to complete the tutorials step-by-step, as well as demo versions of Dark Tree Textures, Deep Paint 3D and Cinelook, acclaimed applications that every lighting artist should be aware of., , If you are new to CG lighting, are thinking of specializing in this area, or want to brush up on your existing lighting skills, then this book will provide you with a one-stop master class so you too can achieve professional looking results.",0,Focal Press,2014-05-22 17:07:38 +0000,,0,0,2002-09-26 04:00:00 +0000,$59.95,0,,,,,0,,(Focal Press Visual Effects and Animation),,Essential CG Lighting Techniques,,AA9989F0-6EE4-47F2-BE8B-A9AD86DC55C8,,0,1.3,7.5,http://ecx.images-amazon.com/images/I/41xnskfNIGL.jpg
0321834739,Book,,,,,,us,"grey, black, white, dark grey, pink, light pink, light grey, light blue, brown, dark green, dark purple, pale blue, purple, lavender, dark brown, green, forest green, dark blue",2014-05-22 17:07:34 +0000,Alberto Cairo,$21.90,,9780321834737,1,,Paperback,"Arts & Photography, Computers & Technology",0.8,,0321834739,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,384,,0,"Unlike any time before in our lives, we have access to vast amounts of free information. With the right tools, we can start to make sense of all this data to see patterns and trends that would otherwise be invisible to us. By transforming numbers into graphical shapes, we allow readers to understand the stories those numbers hide. In this practical introduction to understanding and using information graphics, you’ll learn how to use data visualizations as tools to see beyond lists of numbers and variables and achieve new insights into the complex world around us. Regardless of the kind of data you’re working with–business, science, politics, sports, or even your own personal finances–this book will show you how to use statistical charts, maps, and explanation diagrams to spot the stories in the data and learn new things from it., , You’ll also get to peek into the creative process of some of the world’s most talented designers and visual journalists, including Condé Nast Traveler’s John Grimwade, National Geographic Magazine’s Fernando Baptista, The New York Times’ Steve Duenes, The Washington Post’s Hannah Fairfield, Hans Rosling of the Gapminder Foundation, Stanford’s Geoff McGhee, and European superstars Moritz Stefaner, Jan Willem Tulp, Stefanie Posavec, and Gregor Aisch. The book also includes a DVD-ROM containing over 90 minutes of video lessons that expand on core concepts explained within the book and includes even more inspirational information graphics from the world’s leading designers., , The first book to offer a broad, hands-on introduction to information graphics and visualization, The Functional Art reveals:, , • Why data visualization should be thought of as “functional art” rather than fine art, • How to use color, type, and other graphic tools to make your information graphics more effective, not just better looking, • The science of how our brains perceive and remember information  , • Best practices for creating interactive information graphics, • A comprehensive look at the creative process behind successful information graphics  , • An extensive gallery of inspirational work from the world’s top designers and visual artists, , On the DVD-ROM:,  In this introductory video course on information graphics, Alberto Cairo goes into greater detail with even more visual examples of how to create effective information graphics that function as practical tools for aiding perception. You’ll learn how to: incorporate basic design principles in your visualizations, create simple interfaces for interactive graphics, and choose the appropriate type of graphic forms for your data. Cairo also deconstructs successful information graphics from The New York Times and National Geographic magazine with sketches and images not shown in the book.",0,New Riders,2014-05-22 17:07:34 +0000,,0,0,2012-09-01 04:00:00 +0000,$44.99,0,,,,,0,,(Voices That Matter),,The Functional Art: An introduction to information graphics and visualization,,64EEF522-E7AA-4647-A42C-F6D7E270BFCF,,0,1.58,6.9,http://ecx.images-amazon.com/images/I/41sBdPYVn1L.jpg
1430218339,Book,,,,,,us,"black, yellow, orange, dark green, brown, mustard, grey, gold, purple, dark purple, tan, dark blue, navy blue",2014-05-22 17:39:28 +0000,Scott Chacon,$18.90,,9781430218333,1,,Paperback,"Computers & Technology, Reference",0.9399999999999999,,1430218339,Book,,"English (Unknown), English (Original Language), English (Published)",9.92,,,0,0,0,0,1,,,288,,0,"Git is the version control system developed by Linus Torvalds for Linux kernel development. It took the open source world by storm since its inception in 2005, and is used by small development shops and giants like Google, Red Hat, and IBM, and of course many open source projects. A book by Git experts to turn you into a Git expertIntroduces the world of distributed version controlShows how to build a Git development workflowWhat you’ll learn Use Git as a programmer or a project leaderBecome a fluent Git userUse distributed features of Git to the fullAcquire the ability to insert Git in the development workflowMigrate programming projects from other SCMs to GitLearn how to extend GitWho this book is for, , This book is for all open source developers: you are bound to encounter Git somewhere in the course of your working life. Proprietary software developers will appreciate Git’s enormous scalability, since it is used for the Linux project, which comprises thousands of developers and testers. Table of Contents Getting StartedGit BasicsGit BranchingGit on the ServerDistributed GitGit ToolsCustomizing GitGit and Other SystemsGit Internals",0,Apress,2014-05-22 17:39:28 +0000,,0,0,2009-08-26 04:00:00 +0000,$34.99,0,,,,,0,,(Expert's Voice in Software Development),,Pro Git,,722B586B-77A6-4416-83BD-4AE743B20B5D,,0,1.1,7.72,http://ecx.images-amazon.com/images/I/51QmI82PSNL.jpg
,,,,,,,us,"pink, salmon, white, rose, light pink, light blue, pale blue",2014-05-22 20:48:13 +0000,Taeyoon Choi,,,,,,,,0,,,Book,,,0,,,0,0,0,0,2,,,0,,0,,0,,2014-05-22 20:48:13 +0000,,0,0,,,0,,,,,0,,,,Anti-Manifesto,,5316EEC9-DD37-4AA4-939E-9A4FE76CF01D,,0,0,0,
,,,,,,,us,"white, pink, grey, light pink, light grey, beige, pale pink, cream, off white, light blue, tan",2014-05-22 19:59:39 +0000,Taeyoon Choi,,,,,,,,0,,,Book,,,0,,,0,0,0,0,1,,,0,,0,,0,,2014-05-22 19:59:39 +0000,,0,0,,,0,,,,,0,,,,Urban programming 101: Stage direction,,C963083B-2BF7-438D-BDCD-D3AFAFE8C4DD,,0,0,0,
0262518511,Book,,,,,,us,"grey, light blue, light grey, pale blue, white, black, sky blue, dark purple, purple, lavender, pink, blue, brown, beige",2014-05-22 17:35:23 +0000,Wendy Hui Kyong Chun,$15.17,,9780262518512,Reprint,,Paperback,"Computers & Technology, Reference, Science & Math",0.5,,0262518511,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,256,,0,"New media thrives on cycles of obsolescence and renewal: from celebrations of cyber-everything to Y2K, from the dot-com bust to the next big things -- mobile mobs, Web 3.0, cloud computing. In Programmed Visions, Wendy Hui Kyong Chun argues that these cycles result in part from the ways in which new media encapsulates a logic of programmability. New media proliferates ""programmed visions,"" which seek to shape and predict -- even embody -- a future based on past data. These programmed visions have also made computers, based on metaphor, metaphors for metaphor itself, for a general logic of substitutability., , Chun argues that the clarity offered by software as metaphor should make us pause, because software also engenders a profound sense of ignorance: who knows what lurks behind our smiling interfaces, behind the objects we click and manipulate? The combination of what can be seen and not seen, known (knowable) and not known -- its separation of interface from algorithm and software from hardware -- makes it a powerful metaphor for everything we believe is invisible yet generates visible, logical effects, from genetics to the invisible hand of the market, from ideology to culture.",0,The MIT Press,2014-05-22 17:35:23 +0000,,0,0,2013-01-11 05:00:00 +0000,$20.00,0,,,,,0,,(Software Studies),,Programmed Visions: Software and Memory,,C7EFDAB4-959F-4484-9D17-5721C0014988,,0,0.91,6.9,http://ecx.images-amazon.com/images/I/41cTYlayOLL.jpg
0763707996,Book,,,,,,us,"orange, blue, black, dark blue, pink, yellow, tan, navy blue, purple, royal blue, brown, red, beige, peach, teal, salmon, dark purple, maroon, green, light pink, light purple, cream, lavender, dark brown",2014-05-22 17:40:15 +0000,"Nell B. Dale, John Lewis",$0.01,,9780763707996,2nd,Used Book in Good Condition,Paperback,Computers & Technology,1.4,,0763707996,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,699,,0,Previous Edition,0,Jones & Bartlett Pub,2014-05-22 17:40:15 +0000,,0,0,2004-01-01 05:00:00 +0000,$69.95,0,,,,,0,,,,Computer Science Illuminated,,B56CBF4D-D990-47C7-B57C-734BD01C1D69,,0,1.1,7.6,http://ecx.images-amazon.com/images/I/51IsOIGR0lL.jpg
0321706250,Book,,,,,,us,"white, beige, tan, cream, purple, brown, grey, olive green, light purple, pink, green, lavender, light pink, off white, light blue, light brown",2014-05-22 17:37:01 +0000,Mark Dalrymple,$20.56,,9780321706256,1,,Paperback,"Computers & Technology, Reference",1.7,,0321706250,Book,,"English (Unknown), English (Original Language), English (Published)",9.9,,,0,0,0,0,1,,,552,,0,"While there are several books on programming for Mac OS X, Advanced Mac OS X Programming: The Big Nerd Ranch Guide is the only one that contains explanations of how to leverage the powerful underlying technologies. This book gets down to the real nitty-gritty. The third edition is updated for Mac OS X 10.5 and 10.6 and covers new technologies like DTrace, Instruments, Grand Central Dispatch, blocks, and NSOperation.",0,Big Nerd Ranch Guides,2014-05-22 17:37:01 +0000,,0,0,2011-08-28 04:00:00 +0000,$59.99,0,,,,,0,,(Big Nerd Ranch Guides),,Advanced Mac OS X Programming: The Big Nerd Ranch Guide,,B235396B-95C7-4306-90CB-1303B9CB21B1,,0,3.05,6.8,http://ecx.images-amazon.com/images/I/51nHtmazpNL.jpg
